"Test ID","Test Name","Business Title","Feature Area","Severity","Status","Start Time","Stop Time","Duration (s)","Browser","Tags","Created At","Updated At","Monitor Status"
"API_BUYER_UPDATE_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:51 pm","09 Jun 2026, 04:08:52 pm","0.80 s","Chromium","","—","—","Normal"
"API_BUYER_UPDATE_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:53 pm","09 Jun 2026, 04:08:54 pm","0.58 s","Chromium","","—","—","Normal"
"API_BUYER_UPDATE_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:52 pm","09 Jun 2026, 04:08:52 pm","0.74 s","Chromium","","—","—","Normal"
"API_BUYER_UPDATE_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:52 pm","09 Jun 2026, 04:08:53 pm","0.62 s","Chromium","","—","—","Normal"
"API_BUYER_UPDATE_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:51 pm","09 Jun 2026, 04:08:52 pm","0.68 s","Chromium","","—","—","Normal"
"API_BUYER_UPDATE_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:51 pm","09 Jun 2026, 04:08:51 pm","0.79 s","Chromium","","—","—","Normal"
"API_BUYER_UPDATE_TENANT_2_ADMIN_RESTRICTED","TENANT_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:52 pm","09 Jun 2026, 04:08:57 pm","4.55 s","Chromium","","—","—","Normal"
"API_BUYER_UPDATE_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:51 pm","09 Jun 2026, 04:08:51 pm","0.57 s","Chromium","","—","—","Normal"
"API_BUYER_UPDATE_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:52 pm","09 Jun 2026, 04:08:53 pm","0.89 s","Chromium","","—","—","Normal"
"API_COMP_BRAND_001","Smoke: Get company branding data","Get company branding data","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:59 pm","09 Jun 2026, 04:08:00 pm","1.01 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"API_COMPANY_CREATE_COMPANY_ADMIN_RESTRICTED","COMPANY_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:59 pm","09 Jun 2026, 04:09:01 pm","1.51 s","Chromium","","—","—","Normal"
"API_COMPANY_CREATE_COMPANY_VIEWER_RESTRICTED","COMPANY_VIEWER should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:59 pm","09 Jun 2026, 04:08:59 pm","0.31 s","Chromium","","—","—","Normal"
"API_COMPANY_CREATE_INVOICE_APPROVER_RESTRICTED","INVOICE_APPROVER should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:01 pm","09 Jun 2026, 04:09:02 pm","0.97 s","Chromium","","—","—","Normal"
"API_COMPANY_CREATE_INVOICE_CREATOR_RESTRICTED","INVOICE_CREATOR should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:59 pm","09 Jun 2026, 04:09:01 pm","1.42 s","Chromium","","—","—","Normal"
"API_COMPANY_CREATE_NAGATIVE_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 400 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:02 pm","09 Jun 2026, 04:09:02 pm","0.59 s","Chromium","","—","—","Normal"
"API_COMPANY_CREATE_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 201 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:01 pm","09 Jun 2026, 04:09:01 pm","0.73 s","Chromium","","—","—","Normal"
"API_COMPANY_CREATE_TENANT_ADMIN_RESTRICTED","TENANT_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:59 pm","09 Jun 2026, 04:08:59 pm","0.44 s","Chromium","","—","—","Normal"
"API_COMPANY_CREATE_TENANT_VIEWER_RESTRICTED","TENANT_VIEWER should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:01 pm","09 Jun 2026, 04:09:02 pm","0.68 s","Chromium","","—","—","Normal"
"API_COMPANY_CREATE-1_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 400 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:02 pm","09 Jun 2026, 04:09:02 pm","0.71 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:58 pm","09 Jun 2026, 04:08:59 pm","0.73 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:58 pm","09 Jun 2026, 04:08:59 pm","0.71 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:58 pm","0.83 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:58 pm","09 Jun 2026, 04:08:59 pm","1.43 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:00 pm","09 Jun 2026, 04:09:01 pm","1.05 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:58 pm","09 Jun 2026, 04:08:59 pm","1.62 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:58 pm","09 Jun 2026, 04:08:59 pm","0.81 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:58 pm","09 Jun 2026, 04:08:59 pm","1.15 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_SUPER_ADMIN_RESTRICTED","SUPER_ADMIN should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:08:58 pm","09 Jun 2026, 04:08:58 pm","0.56 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:58 pm","0.70 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_CODE_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:58 pm","1.15 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:55 pm","09 Jun 2026, 04:08:56 pm","0.71 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:54 pm","09 Jun 2026, 04:08:55 pm","0.64 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:53 pm","09 Jun 2026, 04:08:54 pm","1.15 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:53 pm","09 Jun 2026, 04:08:54 pm","1.18 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:54 pm","09 Jun 2026, 04:08:55 pm","1.15 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:53 pm","09 Jun 2026, 04:08:55 pm","1.11 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:52 pm","09 Jun 2026, 04:08:53 pm","0.63 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:53 pm","09 Jun 2026, 04:08:53 pm","0.91 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:53 pm","09 Jun 2026, 04:08:54 pm","1.03 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:55 pm","09 Jun 2026, 04:08:56 pm","0.76 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:55 pm","09 Jun 2026, 04:08:56 pm","0.63 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:55 pm","09 Jun 2026, 04:08:56 pm","0.87 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_COMPANY_VIEWER_PERMISSION","COMPANY_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:55 pm","09 Jun 2026, 04:08:57 pm","1.67 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:56 pm","09 Jun 2026, 04:08:57 pm","0.80 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_INVOICE_APPROVER_PERMISSION","INVOICE_APPROVER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:55 pm","09 Jun 2026, 04:08:56 pm","0.92 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:56 pm","09 Jun 2026, 04:08:56 pm","0.70 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_INVOICE_CREATOR_PERMISSION","INVOICE_CREATOR should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:56 pm","09 Jun 2026, 04:08:58 pm","1.69 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:54 pm","09 Jun 2026, 04:08:55 pm","0.82 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:54 pm","09 Jun 2026, 04:08:55 pm","0.91 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_BY_ID-01_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:55 pm","09 Jun 2026, 04:08:55 pm","0.93 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:58 pm","09 Jun 2026, 04:08:59 pm","0.95 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:58 pm","0.63 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_COMPANY_ADMIN_RESTRICTED","COMPANY_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:56 pm","09 Jun 2026, 04:08:57 pm","0.36 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_COMPANY_VIEWER_RESTRICTED","COMPANY_VIEWER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:57 pm","0.47 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:58 pm","0.34 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_INVOICE_APPROVER_RESTRICTED","INVOICE_APPROVER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:57 pm","0.75 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:58 pm","0.63 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_INVOICE_CREATOR_RESTRICTED","INVOICE_CREATOR should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:08:57 pm","09 Jun 2026, 04:08:57 pm","0.70 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:56 pm","09 Jun 2026, 04:08:57 pm","1.01 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:56 pm","09 Jun 2026, 04:08:57 pm","1.09 s","Chromium","","—","—","Normal"
"API_COMPANY_GET_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:08:56 pm","09 Jun 2026, 04:08:57 pm","1.10 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:05 pm","0.61 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:06 pm","0.69 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_COMPANY_ADMIN_RESTRICTED","COMPANY_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:06 pm","0.56 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_COMPANY_VIEWER_RESTRICTED","COMPANY_VIEWER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:04 pm","09 Jun 2026, 04:09:05 pm","0.63 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:06 pm","0.58 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_INVOICE_APPROVER_RESTRICTED","INVOICE_APPROVER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:05 pm","0.59 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:05 pm","0.58 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_INVOICE_CREATOR_RESTRICTED","INVOICE_CREATOR should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:04 pm","09 Jun 2026, 04:09:05 pm","0.59 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:04 pm","09 Jun 2026, 04:09:05 pm","0.88 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:04 pm","09 Jun 2026, 04:09:05 pm","0.78 s","Chromium","","—","—","Normal"
"API_COMPANY_SEARCH_TENANT_VIEWER_PERMISSION","TENANT_VIEWER should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:04 pm","09 Jun 2026, 04:09:05 pm","0.74 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:09 pm","09 Jun 2026, 04:09:10 pm","0.89 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:07 pm","09 Jun 2026, 04:09:08 pm","0.81 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_COMPANY_ADMIN_RESTRICTED","COMPANY_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:07 pm","0.78 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_COMPANY_VIEWER_RESTRICTED","COMPANY_VIEWER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:08 pm","09 Jun 2026, 04:09:09 pm","0.83 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:09 pm","09 Jun 2026, 04:09:10 pm","0.80 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_INVOICE_APPROVER_RESTRICTED","INVOICE_APPROVER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:07 pm","09 Jun 2026, 04:09:08 pm","0.87 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:09 pm","09 Jun 2026, 04:09:10 pm","0.83 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_INVOICE_CREATOR_RESTRICTED","INVOICE_CREATOR should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:07 pm","09 Jun 2026, 04:09:08 pm","1.03 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:07 pm","0.81 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","❌ Failed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:07 pm","0.71 s","Chromium","","—","—","Normal"
"API_COMPANY_STATUS_PATCH_TENANT_VIEWER_RESTRICTED","TENANT_VIEWER should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:07 pm","0.98 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_COMPANY_2_ADMIN_RESTRICTED","COMPANY_2_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:06 pm","0.35 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:06 pm","0.33 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_COMPANY_ADMIN_PERMISSION","COMPANY_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:07 pm","1.07 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_COMPANY_VIEWER_RESTRICTED","COMPANY_VIEWER should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:06 pm","0.91 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_INVOICE_APPROVER_2_RESTRICTED","INVOICE_APPROVER_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:07 pm","0.63 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_INVOICE_APPROVER_RESTRICTED","INVOICE_APPROVER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:06 pm","0.63 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_INVOICE_CREATOR_2_RESTRICTED","INVOICE_CREATOR_2 should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:07 pm","09 Jun 2026, 04:09:08 pm","0.98 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_INVOICE_CREATOR_RESTRICTED","INVOICE_CREATOR should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:06 pm","0.72 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_SUPER_ADMIN_PERMISSION","SUPER_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:06 pm","0.86 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_TENANT_ADMIN_PERMISSION","TENANT_ADMIN should return 200 (PERMISSION)","","","","✅ Passed","09 Jun 2026, 04:09:05 pm","09 Jun 2026, 04:09:06 pm","0.60 s","Chromium","","—","—","Normal"
"API_COMPANY_UPDATE_TENANT_VIEWER_RESTRICTED","TENANT_VIEWER should return 403 (RESTRICTED)","","","","❌ Failed","09 Jun 2026, 04:09:06 pm","09 Jun 2026, 04:09:06 pm","0.48 s","Chromium","","—","—","Normal"
"API_COMPANY_USER_CREATE_COMPANY_3_ADMIN_RESTRICTED","COMPANY_3_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:16 pm","09 Jun 2026, 04:09:16 pm","0.63 s","Chromium","","—","—","Normal"
"API_COMPANY_USER_CREATE_COMPANY_ADMIN_RESTRICTED","COMPANY_ADMIN should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:13 pm","09 Jun 2026, 04:09:14 pm","1.46 s","Chromium","","—","—","Normal"
"API_COMPANY_USER_CREATE_COMPANY_VIEWER_RESTRICTED","COMPANY_VIEWER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:14 pm","09 Jun 2026, 04:09:15 pm","1.28 s","Chromium","","—","—","Normal"
"API_COMPANY_USER_CREATE_INVOICE_APPROVER_RESTRICTED","INVOICE_APPROVER should return 403 (RESTRICTED)","","","","✅ Passed","09 Jun 2026, 04:09:14 pm","09 Jun 2026, 04:09:15 pm","1.21 s","Chromium","","—","—","Normal"
